"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NE4B2YEW","book","2017","Malthus, Thomas Robert","Nüfus İlkesi [Translation of Malthus's An Essay on the Principle of Population, 1798]","","","","","","","2017","2023-05-21 07:54:14","2023-05-21 07:56:31","","","","","","","","","","","","","Pinhan Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Taşkın, Çağla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z85GPAK3","book","1955","Smith, Adam","Milletlerin Zenginliği [Incomplete (Books 3-4) translation of Adam Smith's the Wealth of Nations (1776)]","","","","","","","1955","2022-08-07 10:03:13","2023-05-21 07:52:23","","","","","","2","","","","","","","Milli Eğitim Basımevi","Ankara","Modern Turkish","","","","","","","","","","","","","","","Derin, Haldun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N4UQGBHE","book","1948","Smith, Adam","Milletlerin Zenginliği [Incomplete (Books 1-2) translation of Adam Smith's the Wealth of Nations (1776)]","","","","","","","1948","2022-08-07 09:52:09","2023-05-21 07:52:05","","","","","","2","","","","","","","Milli Eğitim Basımevi","Ankara","Modern Turkish","","","","","","","","","","","","","","","Derin, Haldun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QMUDEW42","book","2012","Weber, Max","Sosyal Bilimler Metodolojisi [Translation of Weber's Methodology of Social Sciences, 1949]","","","","","","","2012","2023-05-20 17:00:05","2023-05-20 17:03:21","","","","","","","","","","","","","Küre Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Öğütle, Vefa Saygın","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RYAJ3TM3","book","2012","Weber, Max","Ekonomi ve Toplum [Translation of Weber's Economy and Society, 1922]","","","","","","","2012","2023-05-20 16:45:01","2023-05-20 16:47:09","","","","","","2","","","","","","","Yarın Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Boyacı, Latif","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LADJK63J","book","2002","Weber, Max","Sosyolojinin Temel Kavramları [Translation of Weber's Soziologische Grundbegriffe, 1913 (1922)]","","","","","","","2002","2023-05-20 16:38:05","2023-05-20 16:44:54","","","","","","","","","","","","","Bakış Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Beyaztaş, Medeni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9F5NNZ5","book","1985","Weber, Max","Protestan Ahlâkı ve Kapitalizmin Ruhu [Translation of Weber's The Protestant Ethics and the Spirit of Capitalism, 1905]","","","","","","","1985","2023-05-20 16:36:16","2023-05-20 16:37:06","","","","","","","","","","","","","Hil Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Aruoba, Zeynep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7323HAS","book","1997","Weber, Max","Protestan Ahlâkı ve Kapitalizmin Ruhu [Translation of Weber's The Protestant Ethics and the Spirit of Capitalism, 1905]","","","","","","","1997","2023-05-20 16:23:26","2023-05-20 16:37:00","","","","","","","","","","","","","Hil Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Gürata, Zeynep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZ3ZYQGE","book","2000","Weber, Max","Şehir: Modern Kentin Oluşumu [Translation of Weber's The City, 1921]","","","","","","","2000","2023-05-20 16:26:29","2023-05-20 16:32:46","","","","","","","","","","","","","","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Ceylan, Musa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U73VNDWT","book","2005","Weber, Max","Bürokrasi ve Otorite [Translation of Weber's Wirtschaft und Geselschaft, 1922]","","","","","","","2005","2023-05-20 16:28:52","2023-05-20 16:32:44","","","","","","","","","","","","","Adres Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","Akın, Bahadır","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSK6LNNK","book","1995","Weber, Max","Toplumsal ve Ekonomik Örgütlenme Kuramı [Translation of Weber's , The Theory of Economic and Social Organization 1947 (1920)]","","","","","","","1995","2023-05-20 16:18:54","2023-05-20 16:22:47","","","","","","","","","","","","","İmge Kitabevi","Ankara","Modern Turkish","","","","","","","","","","","","","","","Ozankaya, Özer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3H9YFYLV","book","1986","Weber, Max","Sosyoloji Yazıları [Translation of Max Weber: Essays in Sociology, 1946]","","","","","","","1986","2023-05-20 16:14:55","2023-05-20 16:18:17","","","","","","","","","","","","","Hürriyet Vakfı Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Parla, Taha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAN53HVI","book","2003","Mill, John Stuart","Hürriyet Üstüne, Translation of Mill's On Liberty, 1859]","","","","","","","2003","2023-05-20 16:08:38","2023-05-20 16:09:11","","","","","","","","","","","","","Liberte Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","Dostel, Mehmet Osman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQUGPBQ7","book","2000","Mill, John Stuart","Özgürlük Üstüne, Translation of Mill's On Liberty, 1859]","","","","","","","2000","2023-05-20 16:07:06","2023-05-20 16:08:15","","","","","","","","","","","","","Belge Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Ertan, Alime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6YRFT9WD","book","1946","Mill, John Stuart","Faydacılık [Translation of Mill's Utilitarianism, 1861]","","","","","","","1946","2023-05-20 16:02:01","2023-05-20 16:05:29","","","","","","","","","","","","","Milli Eğitim Basımevi","Ankara","Modern Turkish","","","","","","","","","","","","","","","Coşkunlar, Şahap Nazmi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNQX7FFW","journalArticle","1954","Blakey, Roy Gillispie","Vergilenebilir Gelirin Tarifi","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Dergisi","","","","","","1954","2023-05-20 15:51:52","2025-04-08 17:50:37","","1-46","","3","9","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Aktan, Mehmet Reşat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYTIYBDM","journalArticle","1949","Sombart, Werner","İktisat Hayatının Düzeni (Devam) [Translation of Sombart's Die Ordnung des Wirtschaftslebens, 1927]","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Dergisi","","","","","","1949","2023-05-20 15:37:29","2025-04-08 17:52:50","","290-331","","1","4","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Evcimen, Orhan H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNTGTRZP","journalArticle","1948","Sombart, Werner","İktisat Hayatının Düzeni [Translation of Sombart's Die Ordnung des Wirtschaftslebens, 1927]","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Dergisi","","","","","","1948","2023-05-20 15:34:26","2025-04-08 17:49:58","","259-304","","3","3","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Evcimen, Orhan H.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCHCC3UW","journalArticle","1945","Hayek, Friedrich von","Planlı Kolektivist İktisat (Devam I): Münakaşanın Bugünkü Hali [Translation of Hayek's ""The Present State of the Debate"" 1935]","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Dergisi","","","","","","1945","2023-05-20 15:06:20","2025-04-08 17:52:32","","147-165","","4","1","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Çelikbaş, Fethi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKCW9VGI","journalArticle","1947","Hayek, Friedrich von","Planlı Kolektivist İktisat (Devam II): Münakaşanın Bugünkü Hali [Translation of Hayek's ""The Present State of the Debate"" 1935]","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Dergisi","","","","","","1947","2023-05-20 15:04:03","2025-04-08 17:52:26","","147-165","","1","2","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Çelikbaş, Fethi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWXLFIJP","journalArticle","1947","Hayek, Friedrich von","Planlı Kolektivist İktisat (Devam III): Münakaşanın Bugünkü Hali [Translation of Hayek's ""The Present State of the Debate"" 1935]","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Dergisi","","","","","","1947","2023-05-20 15:02:13","2025-04-08 17:49:32","","347-360","","3","2","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Çelikbaş, Fethi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6P6KV4LF","journalArticle","1948","Hayek, Friedrich von","Planlı Kolektivist İktisat (Son): Münakaşanın Bugünkü Hali [Translation of Hayek's ""The Present State of the Debate"" 1935]","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Dergisi","","","","","","1948","2023-05-20 14:58:09","2025-04-08 17:51:15","","181-199","","1","3","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Çelikbaş, Fethi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67Z8EGM8","journalArticle","1948","Hayek, Friedrich von","Esaret Yolu [Translation of Hayek's The Road to Serfdom, 1944]","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Dergisi","","","","","","1948","2023-05-20 14:53:44","2025-04-08 17:49:43","","230-258","","3","3","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Feyzioğlu, Turhan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MB75SKI5","journalArticle","1948","Hayek, Friedrich von","Esaret Yolu [Translation of Hayek's The Road to Serfdom, 1944]","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Dergisi","","","","","","1948","2023-05-20 14:51:49","2025-04-08 17:51:19","","200-236","","1","3","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Feyzioğlu, Turhan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8KRY2DT","journalArticle","1947","Hayek, Friedrich von","Esaret Yolu [Translation of Hayek's The Road to Serfdom, 1944]","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Dergisi","","","","","","1947","2023-05-20 14:44:05","2025-04-08 17:50:42","","384-409","","3","2","","","","","","","","","","Modern Turkish","","","","","","","","","","","","","","","Feyzioğlu, Turhan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9SWHLJCN","book","1999","Hayek, Friedrich von","Kölelik Yolu [Translation of Hayek's The Road to Serfdom, 1944]","","","","","","","1999","2023-05-20 14:46:28","2023-05-20 14:47:17","","","","","","","","","","","","","Liberte Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","Feyzioğlu, Turhan; Arsan, Yıldıray","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96VMTWKT","book","2004","Hayek, Friedrich von","Entelektüeller ve Sosyalizm","","","","","","","2004","2023-05-20 14:39:52","2023-05-20 14:40:55","","","","","","","","","","","","","Felsefe Sanat ve Kültür Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","Bağçe, H. Emre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRASSX7R","book","1997","Hayek, Friedrich von","Kanun, Yasama Faaliyeti ve Özgürlük [Translation of Hayek's Law, Legislation, and Liberty, 1973]","","","","","","","1997","2023-05-20 14:34:27","2023-05-20 14:37:20","","","","","Cilt 3: Özgür Bir Toplumun Siyasi Düzeni","","","","","","","","Türkiye İşbankası Kültür Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","Öz, Mehmet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QW6ZIWMV","book","1994","Hayek, Friedrich von","Kanun, Yasama Faaliyeti ve Özgürlük [Translation of Hayek's Law, Legislation, and Liberty, 1973]","","","","","","","1994","2023-05-20 14:30:26","2023-05-20 14:36:20","","","","","Cilt 1: Kurallar ve Düzen","","","","","","","","Türkiye İşbankası Kültür Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","Yayla, Atilla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VCTJ38Y","book","1995","Hayek, Friedrich von","Kanun, Yasama Faaliyeti ve Özgürlük [Translation of Hayek's Law, Legislation, and Liberty, 1973]","","","","","","","1995","2023-05-20 14:33:04","2023-05-20 14:36:15","","","","","Cilt 2: Sosyal Adalet Serabı","","","","","","","","Türkiye İşbankası Kültür Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","Erdoğan, Mustafa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BF22CAS6","book","2018","Keynes, John Maynard","Versay Sulhu'nun Netayic-i İktisadiyesi [Translation of Keynes's The Economic Consequences of Peace (1919)]","","","","","","","2018","2022-09-21 22:22:14","2023-05-20 14:16:20","","","","","","","","","","","","","Islık Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","Emiroğlu, Kudret; Karaduman, Erman Harun","","Okyar, Ali Fethi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TP3UKWLY","bookSection","1978","Tekeli, İlhan; İlkin, Selim","Kurtuluş Savaşı Sırasında , Avrupa’da Bir Türk Gencinin (A. Şerif Önay’ın) Kalkınma Sorunları ile İlgili Çalışmaları","Kanun-i Esasi'nin 100. Yıl Armağanı","","","","","","1978","2023-05-20 13:20:03","2023-05-20 13:21:41","","","","","","","","","","","","","Ankara Üniversitesi Siyasal Bilgiler Fakültesi Yayınları No. 423,","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHXXVXJ5","book","1981","Zarakolu, Hüseyin Avni","İktisadi Düşünceler Tarihi","","","","","","","1981","2022-08-04 22:33:22","2023-05-20 13:03:31","","","","","","","","","","","","","Ankara Üniversitesi Hukuk Fakültesi Yayınları","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXWPBUN7","book","1951","Ülgener, Sabri Fehmi","İktisadi İnhitat Tarihimizin Ahlâk ve Zihniyet Meseleleri","","","","","","","1951","2022-12-12 13:41:21","2023-05-20 12:58:11","","","","","","","","","","","","","İsmail Hakgün Matbaası","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M7FT89L8","book","1949","Zarakolu, Hüseyin Avni","Staatsausgaben der Türkei: (1923-1939)","","","","","","","1949","2023-05-20 12:57:20","2023-05-20 12:57:58","","","","","","","","","","","","","Juris-Verlag","Zurich","German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7VNJPSV","book","1968","Zarakolu, Hüseyin Avni","İktisat İlminin Temel İlkeleri: Cilt I, Giriş ve Mikroiktisat Teorisi","","","","","","","1968","2023-05-20 12:50:20","2023-05-20 12:50:49","","","","","","","","","","","","","","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9IATERKW","book","1973","Arıburnu, Kemal","Atatürk'ün Milli Ekonomi Üzerine Düşünceleri","","","","","","","1973","2023-05-20 12:42:02","2023-05-20 12:42:51","","","","","","","","","","","","","T. C. Ziraat Bankası Matbaası","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"US2QN8UE","book","1927","Mill, John Stuart","Hürriyet [translation of John Stuart Mill's On Liberty 1859]","","","","","","","1927","2023-01-28 19:48:20","2023-05-20 12:34:07","","","","","","","","","","","","","Akşam Matbaası","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","Yalçın, Hüseyin Cahit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NECW4M9Y","book","1962","Lemerle, M.; Cazes, M.","Fransız Planları ve Fransa'da Milli Ekonomi Planlarının Sonuçları","","","","","","","1962","2023-05-20 12:29:56","2023-05-20 12:31:39","","","","","","","","","","","","","TODAIE","Ankara","Modern Turkish","","","","","","","","","","","","","","","Tolun, Atilla; Ozankaya, Özer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MV6ILLMK","book","1874","Mathorel, Henri","L'emprunt ottoman 1873 et le Crédit Mobilier: finances et commerce de la Turquie","","","","","","","1874","2023-04-25 09:35:03","2023-04-25 09:37:21","","","","","","","","","","","","","La Pays Financier","Paris","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DDCYPBRU","book","1970","Thornburg, Max Weston","Türkiye Nasıl Yükselir?","","","","","","","1970","2023-04-25 09:32:00","2023-04-25 09:32:49","","","","","","","","","","","","","Nebioğlu Yayınevi","İstanbul","Modern Turkish","","","","","","","","","","","","","","","Yazıcıoğlu, Semih","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZGR9TB8D","book","1950","Thornburg, Max Weston","Türkiye'nin Bugünkü Ekonomik Durumunun Tenkidi","","","","","","","1950","2023-04-25 09:30:18","2023-04-25 09:31:28","","","","","","","","","","","","","T. C. Ziraat Bankası Matbaası","Ankara","English","","","","","","","","","","","","","","","Artuner, Nail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WNMNP525","book","1949","Thornburg, Max Weston; Spry, Graham; Soule, George","Turkey: An Economic Appraisal","","","","","","","1949","2023-04-25 09:22:37","2023-04-25 09:24:13","","","","","","","","","","","","","Twentieth Century Fund","New York","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XIGYV57J","book","1950","Aktan, Mehmet Reşat","Agricultural Policy of Turkey with Special Emphasis on Land Tenure","","","","","","","1950","2023-04-24 21:04:47","2023-04-24 21:05:55","","","","","","","","","","","","","University of California","Berkley","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK37IAKX","book","1956","Sanus, Burhan Zihni","Para Ekonomisi [Money Economy]","","","","","","","1956","2023-04-24 20:38:18","2023-04-24 20:38:49","","","","","1","","","","","","","","İstanbul Matbaası","İstanbul","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCTLGXE8","book","1987","Mirzabeyoğlu, Salih","İktisat ve Ahlâk: İktisada Giriş","","","","","","","1987","2023-04-24 20:21:00","2023-04-24 20:21:54","","","","","","","","","","","","","IBDA Yayınları","","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MZBJNDZ","book","1932","Sanus, Burhan Zihni","La Balance des Comptes de la République Turque","","","","","","","1932","2023-03-31 18:27:01","2023-03-31 18:32:07","","","","","","","","","","","","","Les Presses Modernes","Paris","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJEQNGZS","book","1918","Ongunsu, Ahmed Hamid","Osmanlı Coğrafya-I Tabii ve İktisadisi (Ders Notları)  [The Natural and Economic Geography of Ottomans]","","","","","","","1918","2023-03-28 17:24:21","2023-03-28 17:26:13","","","","","","","","","","","","","Kanaat Matbaası","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VXN7PC23","book","1942","Galante, Abraham","Role Economique Des Juifs D'İstanbul","","","","","","","1942","2023-03-24 17:38:59","2023-03-24 17:40:30","","","","","","","","","","","","","Hüsnütabiat","İstanbul","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWA6FCHL","book","1971","Landau, Jacob B.","The Hejaz Railway and the Muslim Pilgrimage: A Case of Ottoman Political Propaganda","","","","","","","1971","2023-03-14 21:00:35","2023-03-14 21:01:04","","","","","","","","","","","","","Routledge","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDEJK4CH","book","1982","Baer, Gabriel","Ottoman Guilds - A Reassessment","","","","","","","1982","2023-03-14 20:46:38","2023-03-14 20:46:59","","","","","","","","","","","","","Rout","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBSN8DGA","journalArticle","1977","Baer, Gabriel","Popular Revolt in Ottoman Cairo","Der Islam","","","","","","1977","2023-03-14 20:44:06","2023-03-14 20:44:58","","213-242","","2","54","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVPE389T","book","1978","Sesyılmaz, Tarık Burhan","Sigorta Denetleme Sistemleri ve Türkiye'de Denetleme Sistemi","","","","","","","1978","2022-10-23 13:12:58","2023-03-14 20:43:39","","","","","","","","","","","","","","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GCFSZWLK","journalArticle","1977","Baer, Gabriel","The Transition from Traditional to Western Criminal Law in Turkey and Egypt","Studia Islamica","","","","","","1977","2023-03-14 20:42:26","2023-03-14 20:43:26","","139-158","","","45","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECERZ59T","journalArticle","1970","Baer, Gabriel","Monopolies and Restrictive Practices of Turkish Guilds","Journal of the Economic and Social History of the Orient","","","","","","1970","2023-03-14 20:40:53","2023-03-14 20:42:06","","145-165","","2","13","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGPVRRTQ","journalArticle","1970","Baer, Gabriel","The Administrative, Economic and Social Functions of Turkish Guilds","International Journal of Middle East Studies","","","","","","1970","2023-03-14 20:38:52","2023-03-14 20:40:36","","28-50","","1","1","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGSQTDER","journalArticle","1963","Baer, Gabriel","Tanzimat in Egypt - The Penal Code","Bulletin of the School of Oriental and African Studies","","","","","","1963","2023-03-14 20:37:32","2023-03-14 20:38:34","","29-49","","1","26","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KSCRXWCG","journalArticle","1972","Clark, Edward C.","The Turkish Varlik Vergisi Reconsidered","Middle Eastern Studies","","","","","","1972","2023-03-14 20:16:55","2023-03-14 20:18:16","","205-216","","2","8","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWUD5V29","journalArticle","1974","Clark, Edward C.","The Ottoman Industrial Revolution","International Journal of Middle East Studies","","","","","","1974","2023-03-14 20:15:49","2023-03-14 20:16:46","","65-76","","1","5","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HELTCMS9","bookSection","1992","Clark, Edward C.","Osmanlı Sanayi Devrimi","Osmanlılar ve Batı Teknolojisi","","","","","","1992","2023-03-14 20:14:10","2023-03-14 20:15:28","","53-120","","","","","","","","","","","İstanbul Üniversitesi Edebiyat Fakültesi Yayınları","İstanbul","Modern Turkish","","","","","","","","","","","","","İhsanoğlu, Ekmeleddin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L76ITFHV","thesis","1969","Clark, Edward C.","The Emergence of Textile Manufacturing Entrepreneurs in Turkey, 1804-1968","","","","","","","1969","2023-03-14 20:12:56","2023-03-14 20:13:44","","","","","","","","","","","","","Princeton University","Princeton","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DE28KB79","book","1940","Blaisdell, Donald Christy","Osmanlı İmparatorluğu'nda Avrupa Mali Kontrolü","","","","","","","1940","2023-03-14 15:54:06","2023-03-14 20:12:51","","","","","","","","","","","","","TC Maarif Vekilliği Yüksek İktisat ve Ticaret Mektebi","Ankara","Modern Turkish","","","","","","","","","","","","","","","Kuyucak, Hazım Atıf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4TQE687","journalArticle","1933","Blaisdell, Donald Christy","Reviewed Work: The Partition of Turkey: 1913-23. by Harry N. Howard","Political Science Quarterly","","","","","","1933","2023-03-14 15:52:09","2023-03-14 15:53:23","","279-281","","2","48","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPE6D3WG","journalArticle","1930","Blaisdell, Donald Christy","Turkey faces West: a Turkish View of Recent Changes and their Origin. By Halidé Edib, formerly Professor of Western Literature in the University of Istambul. With a Preface by Edward Mead Earle, Associate Professor of History in Barnard College and Columbia University. (New Haven: Yale University Press. 1930. Pp. xiv, 273. $3.00)","American Historical Review","","","","","","1930","2023-03-14 15:50:31","2023-03-14 15:51:29","","828-829","","4","36","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9TR9PVFG","journalArticle","1930","Blaisdell, Donald Christy","Reviewed Work: Turkey in the World War by Ahmed Emin, James T. Shotwell","American Historical Review","","","","","","1930","2023-03-14 15:46:03","2023-03-14 15:48:02","","158-160","","1","36","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
